session_id,customer_id,session_date,device,traffic_source,pages_viewed,session_duration_min,added_to_cart,made_purchase
S0049868,C02238,2024-03-17,Mobile,Organic,5,25.56,0,0
S0049869,C04253,2025-02-06,Desktop,Direct,6,33.8,1,1
S0049870,C00444,2026-03-21,Mobile,Referral,21,3.87,1,0
S0049871,C03131,2025-10-05,Desktop,Direct,4,16.61,1,0
S0049872,C03895,2024-08-08,Mobile,Direct,5,11.5,1,1
S0049873,C00207,2025-06-19,Mobile,Paid Ads,6,26.41,0,1
S0049874,C04570,2025-12-05,Tablet,Referral,9,34.27,1,1
S0049875,C03077,2025-07-01,Mobile,Email,8,1.95,0,0
S0049876,C00750,2025-05-29,Desktop,Email,13,9.28,1,1
S0049877,C03518,2025-05-01,Desktop,Email,17,22.14,1,1
S0049878,C04159,2024-05-16,Mobile,Organic,17,29.34,1,1
S0049879,C02673,2025-06-03,Desktop,Social,23,35.96,0,0
S0049880,C04623,2023-12-24,Desktop,Social,23,8.74,1,1
S0049881,C03544,2024-12-16,Mobile,Referral,19,25.1,1,1
S0049882,C03208,2025-02-08,Tablet,Social,3,2.02,0,0
S0049883,C03118,2024-05-24,Desktop,Direct,24,23.36,0,0
S0049884,C00412,2025-11-21,Desktop,Social,10,14.93,0,1
S0049885,C02492,2025-04-24,Tablet,Paid Ads,20,17.64,0,0
S0049886,C00665,2025-08-21,Mobile,Email,1,37.12,0,0
S0049887,C01429,2024-07-28,Mobile,Referral,13,39.82,1,0
S0049888,C01055,2026-03-30,Desktop,Paid Ads,22,15.85,1,0
S0049889,C02555,2025-06-04,Mobile,Direct,17,38.32,0,0
S0049890,C03145,2025-12-04,Mobile,Social,2,18.11,0,1
S0049891,C02704,2026-03-07,Mobile,Email,10,13.64,0,0
S0049892,C00720,2024-09-09,Mobile,Social,15,25.5,0,0
S0049893,C02896,2024-11-19,Mobile,Paid Ads,3,39.18,0,0
S0049894,C04697,2025-11-18,Desktop,Referral,6,18.25,1,1
S0049895,C00068,2025-07-28,Mobile,Social,19,13.44,1,1
S0049896,C03919,2024-07-21,Desktop,Organic,18,2.37,1,0
S0049897,C01546,2025-09-23,Desktop,Direct,15,19.21,0,0
S0049898,C03684,2025-05-30,Mobile,Email,6,11.8,0,0
S0049899,C02535,2024-04-01,Mobile,Email,16,38.23,0,0
S0049900,C04020,2026-02-06,Mobile,Email,4,11.14,0,1
S0049901,C04298,2023-09-05,Desktop,Email,12,20.17,1,1
S0049902,C02464,2026-03-24,Tablet,Email,11,4.4,0,0
S0049903,C02915,2026-03-14,Desktop,Direct,4,19.14,1,0
S0049904,C00530,2026-01-15,Desktop,Referral,5,11.87,0,0
S0049905,C00022,2024-09-20,Desktop,Referral,16,27.95,0,1
S0049906,C01238,2024-08-10,Mobile,Paid Ads,12,11.09,0,0
S0049907,C00400,2025-12-08,Mobile,Email,21,19.76,0,0
S0049908,C02311,2024-12-30,Desktop,Direct,11,11.83,0,0
S0049909,C04814,2025-06-22,Desktop,Social,8,2.94,0,0
S0049910,C00980,2025-09-12,Mobile,Social,22,3.32,0,0
S0049911,C02113,2025-09-18,Desktop,Direct,8,25.26,0,0
S0049912,C04050,2024-11-17,Mobile,Paid Ads,14,24.36,0,0
S0049913,C04973,2025-07-12,Tablet,Organic,1,9.2,0,0
S0049914,C04003,2023-10-04,Desktop,Email,10,30.16,1,0
S0049915,C04235,2024-09-13,Mobile,Social,18,23.18,0,0
S0049916,C03755,2025-10-27,Desktop,Email,17,18.25,1,0
S0049917,C04036,2025-01-04,Mobile,Social,19,15.11,1,0
S0049918,C01653,2026-03-01,Desktop,Organic,7,9.38,0,0
S0049919,C03706,2024-09-30,Mobile,Paid Ads,15,30.14,0,0
S0049920,C01948,2025-05-22,Desktop,Referral,17,11.31,0,0
S0049921,C00005,2025-04-29,Desktop,Email,19,6.24,0,1
S0049922,C01603,2025-11-20,Tablet,Direct,7,21.61,0,0
S0049923,C04720,2025-10-19,Mobile,Direct,10,29.44,1,0
S0049924,C00638,2025-01-11,Desktop,Social,10,12.16,0,0
S0049925,C01773,2025-08-11,Mobile,Social,15,11.73,1,1
S0049926,C00329,2025-12-15,Mobile,Email,3,11.93,1,0
S0049927,C00688,2025-12-20,Mobile,Paid Ads,24,35.91,0,0
S0049928,C04989,2026-02-16,Tablet,Direct,4,28.83,1,1
S0049929,C03754,2026-02-17,Mobile,Direct,11,28.52,0,0
S0049930,C02481,2025-06-25,Desktop,Paid Ads,2,20.66,0,0
S0049931,C01342,2025-09-28,Mobile,Social,18,9.42,0,0
S0049932,C01005,2024-03-09,Mobile,Direct,21,13.21,1,0
S0049933,C01558,2025-08-30,Mobile,Social,9,19.91,0,0
S0049934,C01284,2026-03-29,Mobile,Direct,24,37.44,0,0
S0049935,C00104,2023-04-30,Mobile,Email,21,29.98,1,1
S0049936,C01742,2024-07-09,Mobile,Social,11,22.33,1,0
S0049937,C01846,2025-01-03,Mobile,Email,11,20.95,1,1
S0049938,C04693,2025-01-04,Mobile,Referral,5,38.42,1,0
S0049939,C00766,2026-02-04,Mobile,Paid Ads,8,29.99,0,0
S0049940,C01070,2024-07-02,Mobile,Referral,15,34.49,0,0
S0049941,C01226,2025-12-25,Mobile,Direct,21,30.63,0,0
S0049942,C02262,2023-08-11,Mobile,Paid Ads,7,8.38,0,0
S0049943,C02083,2025-07-29,Desktop,Referral,12,22.89,0,1
S0049944,C04866,2025-11-30,Desktop,Email,15,1.32,1,0
S0049945,C03015,2023-12-15,Mobile,Direct,23,15.37,1,0
S0049946,C02128,2025-06-19,Mobile,Organic,5,1.41,1,1
S0049947,C01553,2024-08-08,Mobile,Email,19,34.14,1,0
S0049948,C02824,2025-09-29,Desktop,Referral,3,32.52,0,0
S0049949,C02300,2025-05-07,Tablet,Social,14,19.42,0,0
S0049950,C04982,2025-12-11,Desktop,Email,23,17.83,0,0
S0049951,C04775,2025-07-25,Mobile,Referral,8,23.69,0,0
S0049952,C00029,2025-05-09,Mobile,Direct,4,13.23,0,0
S0049953,C03333,2024-05-21,Desktop,Paid Ads,20,39.86,1,0
S0049954,C02968,2026-02-15,Mobile,Organic,12,7.82,1,1
S0049955,C02761,2025-12-12,Mobile,Email,8,16.05,1,0
S0049956,C04030,2025-12-22,Desktop,Referral,24,14.74,1,1
S0049957,C03306,2025-12-12,Mobile,Email,19,8.47,0,0
S0049958,C02827,2025-06-06,Mobile,Paid Ads,10,34.01,1,0
S0049959,C00294,2025-10-28,Desktop,Organic,20,2.54,1,1
S0049960,C00788,2024-06-11,Desktop,Paid Ads,2,31.58,1,0
S0049961,C00366,2023-08-13,Tablet,Organic,3,33.44,1,0
S0049962,C00324,2023-11-24,Mobile,Email,7,39.95,1,1
S0049963,C03717,2026-01-12,Desktop,Direct,13,15.52,0,1
S0049964,C00424,2025-03-21,Tablet,Referral,17,16.43,1,1
S0049965,C02238,2023-06-05,Desktop,Paid Ads,17,12.73,0,0
S0049966,C04555,2026-03-19,Mobile,Paid Ads,3,8.27,0,0
S0049967,C00339,2025-01-29,Mobile,Direct,14,32.26,0,0
S0049968,C01913,2024-06-13,Mobile,Organic,6,38.28,0,0
S0049969,C01462,2026-01-18,Mobile,Social,9,31.18,0,0
S0049970,C03542,2025-06-24,Desktop,Email,24,14.78,1,0
S0049971,C03058,2025-04-28,Desktop,Referral,7,29.52,0,0
S0049972,C04624,2025-05-21,Mobile,Organic,20,20.81,0,0
S0049973,C01940,2025-04-03,Tablet,Referral,22,26.81,0,0
S0049974,C02341,2025-10-03,Mobile,Organic,17,18.49,0,0
S0049975,C02977,2025-06-19,Desktop,Email,9,21.09,0,0
S0049976,C00820,2025-10-11,Desktop,Direct,19,30.49,0,0
S0049977,C01090,2026-01-20,Desktop,Email,12,6.9,1,1
S0049978,C00892,2024-09-27,Mobile,Referral,24,1.97,0,0
S0049979,C00362,2026-02-09,Tablet,Direct,17,39.09,0,0
S0049980,C03539,2025-08-01,Desktop,Social,10,20.76,1,1
S0049981,C00998,2025-04-15,Mobile,Direct,20,4.22,1,0
S0049982,C01324,2025-04-29,Mobile,Social,5,24.8,1,0
S0049983,C04437,2026-03-10,Mobile,Organic,20,5.11,0,0
S0049984,C04338,2024-03-04,Mobile,Direct,8,18.76,0,0
S0049985,C01186,2026-01-31,Mobile,Paid Ads,2,24.38,0,0
S0049986,C01993,2024-11-24,Mobile,Direct,24,20.75,1,0
S0049987,C04626,2025-09-26,Tablet,Organic,24,8.44,1,1
S0049988,C02208,2025-12-16,Desktop,Social,7,14.47,0,0
S0049989,C03472,2025-12-10,Desktop,Referral,15,36.37,0,0
S0049990,C04532,2026-01-07,Desktop,Paid Ads,17,11.04,0,0
S0049991,C00269,2026-01-24,Mobile,Referral,14,32.59,1,1
S0049992,C04963,2025-02-14,Mobile,Social,14,9.33,0,0
S0049993,C00361,2025-05-10,Mobile,Referral,16,2.19,0,0
S0049994,C01122,2023-10-10,Tablet,Paid Ads,12,14.43,1,1
S0049995,C02500,2024-01-13,Mobile,Paid Ads,2,23.53,0,0
S0049996,C03810,2023-05-06,Mobile,Direct,13,12.76,0,0
S0049997,C03064,2026-01-05,Tablet,Organic,23,38.18,0,1
S0049998,C01283,2026-02-13,Mobile,Email,20,2.73,1,0
S0049999,C02943,2026-02-16,Mobile,Direct,11,24.25,0,0
S0050000,C01365,2025-06-29,Desktop,Social,5,28.58,0,0
S0050001,C02883,2026-03-14,Mobile,Direct,17,36.67,0,0
S0050002,C01170,2025-01-26,Mobile,Paid Ads,4,30.97,0,0
S0050003,C01636,2025-05-10,Desktop,Email,13,20.05,1,1
S0050004,C00823,2026-03-28,Mobile,Organic,6,26.42,0,0
S0050005,C04520,2025-01-14,Mobile,Social,20,25.5,1,0
S0050006,C00098,2026-02-24,Mobile,Direct,12,18.44,0,0
S0050007,C03186,2025-02-18,Mobile,Email,22,26.63,1,0
S0050008,C00542,2026-02-26,Desktop,Referral,14,38.96,1,1
S0050009,C02139,2025-10-21,Mobile,Referral,16,38.03,1,0
S0050010,C00549,2025-03-08,Mobile,Social,21,31.24,0,1
S0050011,C01675,2023-12-29,Desktop,Email,1,20.3,0,0
S0050012,C01346,2025-07-30,Mobile,Direct,4,7.56,0,0
S0050013,C01823,2026-03-10,Tablet,Email,6,31.39,1,1
S0050014,C02669,2025-01-05,Mobile,Social,16,3.32,0,0
S0050015,C04050,2026-03-11,Mobile,Referral,22,33.0,1,1
S0050016,C02093,2025-08-30,Mobile,Direct,10,39.22,1,0
S0050017,C01357,2025-11-23,Tablet,Referral,22,3.43,0,0
S0050018,C00780,2024-12-13,Mobile,Paid Ads,22,34.63,0,0
S0050019,C01609,2025-02-09,Desktop,Social,14,2.61,1,1
S0050020,C00644,2025-05-12,Desktop,Paid Ads,23,3.24,0,0
S0050021,C03438,2025-05-14,Mobile,Email,13,38.23,1,0
S0050022,C03959,2026-01-13,Desktop,Direct,1,15.65,1,0
S0050023,C04331,2026-02-24,Mobile,Direct,2,37.49,0,0
S0050024,C04884,2024-12-17,Desktop,Paid Ads,8,10.93,0,0
S0050025,C00380,2023-10-13,Mobile,Direct,3,38.41,1,1
S0050026,C02416,2026-01-13,Desktop,Paid Ads,15,36.36,0,0
S0050027,C00445,2025-11-30,Desktop,Referral,18,11.5,0,0
S0050028,C04083,2025-06-13,Mobile,Direct,17,39.54,0,0
S0050029,C02198,2024-03-11,Mobile,Organic,12,27.38,0,0
S0050030,C03931,2025-06-26,Mobile,Direct,19,7.2,1,0
S0050031,C02841,2025-10-03,Mobile,Direct,14,16.97,0,0
S0050032,C02814,2024-11-15,Mobile,Email,9,39.32,0,0
S0050033,C00156,2024-05-10,Mobile,Organic,12,24.08,1,0
S0050034,C03178,2025-08-01,Desktop,Organic,7,34.67,0,0
S0050035,C02970,2025-12-18,Mobile,Paid Ads,3,21.7,0,0
S0050036,C04262,2025-10-17,Mobile,Organic,4,38.73,0,0
S0050037,C01070,2024-12-02,Desktop,Organic,21,13.27,0,0
S0050038,C02877,2025-06-02,Tablet,Referral,20,16.85,0,1
S0050039,C01572,2026-01-22,Desktop,Paid Ads,11,25.03,0,0
S0050040,C02841,2026-02-10,Mobile,Referral,6,7.23,1,1
S0050041,C02590,2025-02-13,Mobile,Referral,5,3.6,1,1
S0050042,C02859,2025-09-10,Mobile,Referral,6,21.92,0,0
S0050043,C02239,2026-03-18,Mobile,Direct,3,16.09,0,0
S0050044,C03224,2026-02-16,Desktop,Organic,19,33.9,0,0
S0050045,C01640,2024-10-18,Desktop,Organic,2,34.32,0,0
S0050046,C00342,2025-07-20,Tablet,Social,21,23.07,0,0
S0050047,C02889,2024-11-10,Mobile,Paid Ads,19,7.36,0,0
S0050048,C02984,2026-01-26,Mobile,Organic,13,9.46,0,0
S0050049,C04202,2025-10-14,Desktop,Organic,11,39.33,1,0
S0050050,C01078,2025-06-14,Mobile,Paid Ads,6,4.78,1,0
S0050051,C02288,2025-04-17,Desktop,Paid Ads,3,15.56,1,1
S0050052,C03364,2025-08-05,Mobile,Paid Ads,8,7.57,1,1
S0050053,C04331,2025-11-26,Desktop,Paid Ads,17,10.38,1,1
S0050054,C02748,2024-09-14,Mobile,Email,3,39.62,0,0
S0050055,C04729,2026-03-25,Mobile,Email,5,31.51,1,0
S0050056,C04431,2024-09-21,Mobile,Social,23,21.93,1,1
S0050057,C01788,2026-01-17,Desktop,Organic,24,37.98,0,0
S0050058,C01024,2025-05-23,Mobile,Email,8,35.29,0,0
S0050059,C00624,2025-01-01,Desktop,Organic,19,10.05,0,0
S0050060,C02477,2025-10-08,Desktop,Social,24,37.28,0,0
S0050061,C04780,2025-10-26,Desktop,Social,19,14.34,0,0
S0050062,C00996,2023-09-02,Mobile,Referral,10,7.82,0,0
S0050063,C04389,2025-05-30,Mobile,Direct,13,28.77,0,1
S0050064,C02609,2025-04-05,Mobile,Social,13,19.04,1,0
S0050065,C04647,2023-11-26,Desktop,Referral,12,21.87,1,0
S0050066,C04760,2025-07-04,Mobile,Email,24,33.74,1,1
S0050067,C01517,2023-06-24,Mobile,Paid Ads,13,10.08,1,1
S0050068,C00951,2025-04-03,Mobile,Organic,1,27.08,0,0
S0050069,C04102,2026-02-18,Desktop,Paid Ads,6,20.85,1,0
S0050070,C02430,2025-04-15,Desktop,Social,23,19.14,1,1
S0050071,C00932,2025-09-12,Mobile,Social,11,22.88,0,1
S0050072,C03458,2025-12-24,Desktop,Paid Ads,13,11.23,0,0
S0050073,C03937,2026-03-12,Mobile,Paid Ads,3,38.66,1,1
S0050074,C03935,2026-01-29,Mobile,Paid Ads,6,12.51,1,1
S0050075,C02291,2025-04-07,Mobile,Direct,6,19.98,0,0
S0050076,C04198,2026-01-16,Desktop,Referral,8,9.22,0,0
S0050077,C03018,2024-07-19,Mobile,Email,5,6.87,1,1
S0050078,C00483,2026-02-27,Desktop,Social,7,16.55,1,1
S0050079,C01455,2025-02-07,Desktop,Paid Ads,3,10.68,1,1
S0050080,C00514,2024-02-24,Desktop,Direct,8,3.3,1,0
S0050081,C04272,2025-08-15,Mobile,Organic,4,35.47,1,0
S0050082,C04211,2026-03-05,Tablet,Social,1,19.61,0,0
S0050083,C04289,2025-02-27,Desktop,Direct,8,22.1,1,1
S0050084,C03594,2025-11-26,Desktop,Paid Ads,5,17.96,1,1
S0050085,C00572,2024-04-25,Desktop,Paid Ads,12,14.01,1,0
S0050086,C02581,2025-02-16,Mobile,Organic,16,16.2,1,0
S0050087,C00132,2025-10-24,Mobile,Referral,22,33.76,0,0
S0050088,C04851,2023-07-30,Desktop,Referral,7,18.34,0,0
S0050089,C04280,2025-08-17,Tablet,Social,8,29.6,0,0
S0050090,C00684,2023-11-05,Desktop,Paid Ads,3,17.11,1,0
S0050091,C04402,2024-05-23,Tablet,Paid Ads,13,16.02,0,0
S0050092,C01431,2026-03-21,Mobile,Direct,18,13.79,0,0
S0050093,C03924,2024-10-27,Desktop,Paid Ads,17,22.22,0,0
S0050094,C03092,2024-07-12,Mobile,Direct,2,18.51,0,0
S0050095,C00023,2025-09-14,Mobile,Paid Ads,3,32.48,0,0
S0050096,C02887,2026-03-14,Tablet,Referral,11,13.13,0,0
S0050097,C01032,2026-02-24,Mobile,Social,2,25.02,0,0
S0050098,C02142,2025-12-11,Mobile,Organic,3,15.37,1,1
S0050099,C00248,2025-08-30,Mobile,Organic,1,36.81,1,1
S0050100,C03689,2025-04-17,Desktop,Email,23,8.25,0,0
S0050101,C03241,2025-11-21,Mobile,Email,1,15.69,0,0
S0050102,C04648,2026-03-09,Mobile,Organic,21,25.34,0,0
S0050103,C04254,2024-02-02,Mobile,Organic,13,34.3,0,0
S0050104,C04404,2024-04-23,Mobile,Social,10,17.53,1,1
S0050105,C02721,2023-10-02,Mobile,Organic,3,39.85,1,1
S0050106,C00950,2025-11-04,Mobile,Direct,1,38.05,1,1
S0050107,C04986,2025-09-23,Mobile,Social,10,23.57,0,0
S0050108,C00938,2024-03-26,Mobile,Direct,5,10.43,0,0
S0050109,C00111,2026-03-04,Desktop,Organic,17,24.13,0,0
S0050110,C01073,2023-07-11,Desktop,Organic,15,16.79,0,0
S0050111,C01439,2024-11-20,Mobile,Social,17,13.41,0,0
S0050112,C01679,2025-02-05,Mobile,Email,14,18.53,0,0
S0050113,C00530,2025-12-26,Mobile,Referral,12,34.87,0,0
S0050114,C03704,2024-12-19,Mobile,Paid Ads,10,20.19,0,0
S0050115,C02505,2024-09-08,Tablet,Referral,12,11.97,0,0
S0050116,C03356,2025-09-30,Mobile,Organic,22,19.84,0,0
S0050117,C01646,2024-04-09,Desktop,Social,1,23.15,1,1
S0050118,C00822,2025-11-26,Mobile,Direct,13,6.69,1,1
S0050119,C04237,2024-10-06,Desktop,Social,15,39.67,1,0
S0050120,C01184,2026-01-19,Desktop,Email,22,38.55,0,0
S0050121,C02438,2024-12-19,Mobile,Organic,6,13.22,0,0
S0050122,C00453,2025-03-30,Mobile,Social,14,5.46,0,0
S0050123,C03927,2025-08-19,Tablet,Direct,7,1.01,1,1
S0050124,C01830,2025-10-04,Mobile,Organic,10,25.37,1,0
S0050125,C01761,2025-09-14,Mobile,Referral,5,2.22,1,0
S0050126,C04128,2025-01-06,Desktop,Direct,15,14.34,0,0
S0050127,C00124,2026-02-13,Mobile,Organic,2,27.27,1,1
S0050128,C02189,2024-08-15,Mobile,Paid Ads,20,32.68,0,0
S0050129,C03271,2025-01-20,Mobile,Referral,7,35.47,0,0
S0050130,C02835,2026-03-31,Mobile,Email,5,32.9,1,0
S0050131,C03349,2023-05-05,Mobile,Social,24,13.65,1,1
S0050132,C04333,2025-10-22,Desktop,Paid Ads,12,10.19,0,0
S0050133,C00129,2025-09-17,Desktop,Direct,19,13.03,0,0
S0050134,C04905,2025-11-04,Mobile,Organic,6,28.62,0,0
S0050135,C03498,2025-12-24,Desktop,Social,22,6.43,0,0
S0050136,C04336,2025-01-09,Mobile,Organic,20,4.49,0,0
S0050137,C01519,2025-10-23,Tablet,Organic,1,5.43,0,0
S0050138,C03162,2025-06-30,Desktop,Social,12,29.44,0,0
S0050139,C04117,2026-03-23,Mobile,Paid Ads,1,8.76,1,1
S0050140,C04052,2026-01-13,Tablet,Organic,3,10.64,0,0
S0050141,C00951,2026-02-11,Mobile,Paid Ads,17,32.07,0,0
S0050142,C03803,2025-02-24,Mobile,Referral,19,21.99,1,1
S0050143,C02624,2025-12-24,Tablet,Email,19,30.53,1,1
S0050144,C04165,2025-11-06,Mobile,Social,6,23.08,1,0
S0050145,C02136,2025-04-26,Desktop,Organic,22,24.98,1,1
S0050146,C03672,2025-09-17,Mobile,Organic,7,17.16,0,0
S0050147,C03715,2025-02-18,Desktop,Paid Ads,6,34.33,0,0
S0050148,C01615,2026-03-22,Mobile,Referral,22,28.0,1,1
S0050149,C03354,2026-01-23,Desktop,Direct,9,37.09,0,0
S0050150,C02203,2026-03-11,Mobile,Social,8,9.59,1,1
S0050151,C00569,2025-03-01,Mobile,Social,20,9.36,0,0
S0050152,C01791,2026-03-04,Desktop,Paid Ads,17,9.52,0,0
S0050153,C03749,2023-09-26,Mobile,Social,10,25.01,0,0
S0050154,C04753,2025-08-09,Mobile,Social,2,15.43,0,0
S0050155,C02661,2025-11-19,Mobile,Social,14,32.55,0,0
S0050156,C00822,2024-12-10,Mobile,Social,10,30.57,0,0
S0050157,C02567,2025-08-30,Desktop,Paid Ads,2,12.32,0,0
S0050158,C04144,2026-03-15,Mobile,Referral,2,24.28,0,0
S0050159,C00751,2025-08-15,Mobile,Social,13,7.99,1,0
S0050160,C03081,2025-11-06,Desktop,Organic,18,23.75,1,1
S0050161,C04459,2026-03-11,Desktop,Social,21,22.46,1,1
S0050162,C04039,2025-12-29,Mobile,Direct,14,29.13,0,0
S0050163,C00831,2025-07-11,Mobile,Email,3,31.33,0,1
S0050164,C02105,2026-01-07,Desktop,Social,13,6.8,0,0
S0050165,C01475,2025-02-07,Desktop,Email,10,11.46,0,0
S0050166,C00476,2025-09-09,Mobile,Paid Ads,13,3.93,1,0
S0050167,C01891,2024-12-12,Mobile,Social,18,25.91,0,0
S0050168,C00669,2024-05-19,Mobile,Email,3,7.52,0,0
S0050169,C02246,2025-09-16,Mobile,Referral,8,1.23,1,1
S0050170,C01909,2025-06-23,Mobile,Referral,2,20.93,0,0
S0050171,C02668,2024-08-04,Desktop,Paid Ads,20,24.56,1,1
S0050172,C01023,2025-09-15,Desktop,Referral,22,29.72,0,0
S0050173,C00095,2024-05-24,Tablet,Email,20,35.83,0,0
S0050174,C00708,2026-02-23,Mobile,Paid Ads,22,5.8,1,1
S0050175,C01956,2025-09-25,Desktop,Email,7,6.81,0,0
S0050176,C02214,2024-12-09,Tablet,Social,2,30.6,1,1
S0050177,C04037,2025-11-28,Desktop,Direct,11,20.59,0,0
S0050178,C03352,2025-03-18,Mobile,Referral,15,3.01,1,0
S0050179,C00973,2025-04-21,Mobile,Referral,20,14.7,1,0
S0050180,C02857,2025-01-13,Mobile,Email,24,31.64,0,0
S0050181,C00038,2024-10-28,Mobile,Social,23,26.26,1,1
S0050182,C03254,2025-06-21,Mobile,Organic,10,18.23,0,0
S0050183,C02532,2026-01-13,Mobile,Direct,16,36.59,0,0
S0050184,C04076,2024-12-29,Mobile,Social,11,6.92,0,0
S0050185,C01202,2025-02-16,Mobile,Organic,15,33.31,1,0
S0050186,C02039,2024-06-25,Desktop,Email,9,22.04,1,1
S0050187,C03028,2025-08-27,Mobile,Organic,12,37.03,0,0
S0050188,C01876,2025-01-14,Tablet,Email,18,22.96,1,0
S0050189,C03974,2025-10-24,Mobile,Direct,16,39.96,1,1
S0050190,C01876,2025-08-08,Mobile,Referral,23,29.3,0,0
S0050191,C01760,2025-06-04,Mobile,Organic,8,36.78,0,0
S0050192,C04242,2026-02-15,Mobile,Paid Ads,9,19.36,0,0
S0050193,C01222,2025-07-07,Desktop,Paid Ads,8,39.89,1,1
S0050194,C00029,2025-03-14,Desktop,Direct,8,24.46,0,0
S0050195,C04683,2024-10-12,Tablet,Email,17,9.81,1,1
S0050196,C00991,2025-09-30,Mobile,Direct,4,36.69,0,0
S0050197,C04223,2025-01-04,Desktop,Referral,4,13.85,1,0
S0050198,C03165,2025-07-13,Mobile,Social,17,8.02,0,0
S0050199,C00322,2026-03-08,Desktop,Organic,14,33.5,0,0
S0050200,C00101,2025-06-19,Mobile,Paid Ads,6,34.03,0,0
S0050201,C00408,2025-07-23,Desktop,Organic,7,32.33,0,0
S0050202,C01478,2025-11-04,Desktop,Paid Ads,5,12.71,0,0
S0050203,C01616,2025-03-06,Mobile,Paid Ads,22,23.88,1,0
S0050204,C02887,2025-10-14,Desktop,Direct,9,4.78,0,0
S0050205,C04722,2024-11-04,Mobile,Organic,5,15.28,0,0
S0050206,C00435,2024-10-31,Tablet,Direct,13,37.85,0,0
S0050207,C03638,2026-03-15,Mobile,Email,14,6.3,0,0
S0050208,C03158,2026-03-24,Mobile,Email,8,30.15,1,1
S0050209,C04178,2026-01-20,Desktop,Email,10,22.08,0,0
S0050210,C03918,2025-10-22,Mobile,Referral,11,12.5,1,0
S0050211,C02007,2025-09-01,Desktop,Paid Ads,18,15.59,0,0
S0050212,C00476,2025-07-29,Mobile,Social,19,9.32,1,0
S0050213,C03110,2024-05-11,Desktop,Social,17,24.25,1,1
S0050214,C00185,2025-12-16,Mobile,Organic,3,28.99,1,0
S0050215,C01441,2025-12-24,Mobile,Organic,12,23.1,0,0
S0050216,C01770,2024-10-15,Mobile,Paid Ads,8,1.3,0,0
S0050217,C02644,2025-05-14,Mobile,Organic,8,19.6,0,0
S0050218,C02358,2025-01-12,Tablet,Paid Ads,6,25.64,0,0
S0050219,C02646,2025-04-22,Tablet,Organic,3,13.59,1,0
S0050220,C02652,2025-01-08,Desktop,Referral,7,15.88,0,0
S0050221,C04798,2025-12-07,Desktop,Referral,8,5.24,0,0
S0050222,C04501,2025-12-29,Mobile,Organic,5,17.05,0,0
S0050223,C03462,2025-04-20,Desktop,Email,22,21.33,1,0
S0050224,C00611,2026-02-07,Mobile,Social,1,16.86,1,1
S0050225,C04342,2025-10-22,Mobile,Paid Ads,13,2.15,1,0
S0050226,C02466,2025-08-25,Mobile,Email,21,36.14,1,1
S0050227,C02143,2024-07-20,Mobile,Email,2,1.24,0,0
S0050228,C03510,2025-11-11,Desktop,Social,11,12.67,1,0
S0050229,C03293,2024-02-07,Desktop,Referral,24,33.7,1,0
S0050230,C03455,2025-01-25,Desktop,Direct,11,26.59,0,0
S0050231,C04238,2025-03-23,Mobile,Email,14,20.99,0,0
S0050232,C04073,2024-04-18,Mobile,Social,18,28.73,0,0
S0050233,C03146,2025-10-09,Mobile,Email,3,37.89,0,0
S0050234,C02528,2025-03-29,Desktop,Paid Ads,1,10.1,1,0
S0050235,C04785,2023-11-13,Mobile,Social,3,20.67,0,0
S0050236,C02547,2024-04-02,Mobile,Organic,8,23.06,0,0
S0050237,C03099,2025-03-28,Tablet,Email,22,20.67,0,1
S0050238,C00755,2026-01-24,Mobile,Email,24,14.34,1,1
S0050239,C04607,2025-11-26,Desktop,Social,9,6.43,0,0
S0050240,C02133,2024-04-06,Desktop,Paid Ads,1,39.08,1,0
S0050241,C04263,2025-11-16,Mobile,Paid Ads,21,5.73,1,0
S0050242,C00670,2026-03-31,Desktop,Direct,7,23.44,1,1
S0050243,C01771,2024-04-30,Desktop,Organic,8,11.27,0,0
S0050244,C01152,2025-07-18,Desktop,Email,1,4.81,1,1
S0050245,C03402,2026-03-01,Desktop,Social,8,25.78,0,0
S0050246,C00591,2025-01-16,Mobile,Direct,21,35.74,0,0
S0050247,C01887,2025-08-09,Desktop,Referral,15,2.11,1,0
S0050248,C04900,2025-12-08,Desktop,Organic,10,29.55,1,0
S0050249,C03084,2025-12-25,Tablet,Paid Ads,17,6.42,1,0
S0050250,C04600,2025-10-15,Desktop,Organic,22,9.03,1,1
S0050251,C00556,2026-01-23,Mobile,Paid Ads,15,35.17,1,0
S0050252,C02239,2026-03-18,Desktop,Social,21,13.35,0,0
S0050253,C00806,2025-12-12,Mobile,Referral,5,12.61,1,1
S0050254,C03873,2025-09-07,Tablet,Email,2,18.57,0,1
S0050255,C03987,2024-08-05,Mobile,Social,2,25.88,0,0
S0050256,C03200,2025-10-27,Mobile,Organic,22,6.53,0,0
S0050257,C00641,2025-09-16,Mobile,Email,3,23.74,0,0
S0050258,C03850,2024-01-04,Mobile,Email,4,24.46,0,0
S0050259,C03169,2026-03-17,Mobile,Paid Ads,12,20.18,0,1
S0050260,C01570,2025-05-14,Mobile,Social,3,1.75,0,0
S0050261,C02324,2025-12-29,Tablet,Email,16,22.64,0,0
S0050262,C00054,2025-06-07,Mobile,Referral,1,24.46,0,0
S0050263,C00858,2025-02-01,Desktop,Organic,23,6.13,1,1
