order_id,customer_id,order_date,status,payment_method,delivery_type
O022069,C01727,2023-12-01,completed,Online Wallet,Pickup Point
O022070,C03980,2025-03-20,completed,Installment,Post
O022071,C03849,2025-09-29,completed,Card,Pickup Point
O022072,C04900,2026-03-05,completed,Cash,Post
O022073,C02490,2026-01-05,completed,Card,Courier
O022074,C02726,2025-11-02,completed,Online Wallet,Courier
O022075,C03667,2026-03-27,completed,Card,Courier
O022076,C03611,2025-12-24,completed,Cash,Pickup Point
O022077,C04052,2025-09-26,completed,Installment,Pickup Point
O022078,C02094,2024-12-09,completed,Online Wallet,Pickup Point
O022079,C00877,2024-09-21,completed,Online Wallet,Post
O022080,C03118,2024-07-31,completed,Installment,Pickup Point
O022081,C04162,2024-05-11,completed,Card,Pickup Point
O022082,C00658,2025-11-13,cancelled,Cash,Pickup Point
O022083,C00454,2025-03-28,completed,Card,Courier
O022084,C01657,2025-02-14,completed,Card,Pickup Point
O022085,C02605,2026-02-18,completed,Installment,Pickup Point
O022086,C03959,2025-08-21,cancelled,Cash,Post
O022087,C01914,2025-10-04,completed,Card,Post
O022088,C03669,2026-02-08,completed,Card,Courier
O022089,C00580,2024-10-29,completed,Installment,Post
O022090,C02587,2025-12-04,completed,Card,Post
O022091,C04938,2026-01-15,completed,Cash,Pickup Point
O022092,C02679,2023-03-08,completed,Online Wallet,Courier
O022093,C01758,2024-12-26,completed,Online Wallet,Pickup Point
O022094,C00605,2026-02-28,cancelled,Installment,Post
O022095,C03020,2025-10-27,completed,Installment,Pickup Point
O022096,C04650,2026-03-15,completed,Card,Courier
O022097,C00627,2025-09-01,completed,Cash,Post
O022098,C04818,2024-07-10,completed,Cash,Post
O022099,C01488,2025-11-09,completed,Online Wallet,Courier
O022100,C01668,2025-04-12,completed,Online Wallet,Courier
O022101,C01017,2024-08-03,completed,Cash,Courier
O022102,C01165,2026-01-06,completed,Card,Post
O022103,C04313,2026-01-13,returned,Installment,Courier
O022104,C00934,2025-03-26,completed,Card,Pickup Point
O022105,C04411,2025-07-01,cancelled,Card,Post
O022106,C03871,2025-07-21,completed,Card,Post
O022107,C03073,2026-02-01,returned,Card,Post
O022108,C01324,2024-04-15,returned,Card,Post
O022109,C03861,2025-01-15,completed,Card,Pickup Point
O022110,C03176,2025-05-06,completed,Installment,Courier
O022111,C01389,2025-06-04,completed,Online Wallet,Courier
O022112,C04312,2025-09-17,cancelled,Card,Courier
O022113,C02210,2026-01-20,completed,Online Wallet,Pickup Point
O022114,C00280,2025-05-04,cancelled,Cash,Courier
O022115,C03853,2025-03-13,completed,Card,Pickup Point
O022116,C00738,2024-02-15,completed,Online Wallet,Pickup Point
O022117,C02479,2026-01-12,completed,Installment,Post
O022118,C04120,2025-03-05,completed,Card,Post
O022119,C00302,2024-02-15,cancelled,Installment,Courier
O022120,C03881,2026-02-15,completed,Cash,Pickup Point
O022121,C04750,2026-03-05,returned,Online Wallet,Courier
O022122,C03744,2025-09-13,completed,Cash,Post
O022123,C03895,2025-04-26,completed,Installment,Post
O022124,C01161,2026-02-14,completed,Installment,Post
O022125,C02381,2026-03-17,cancelled,Installment,Courier
O022126,C00916,2025-07-27,completed,Installment,Pickup Point
O022127,C04681,2026-01-01,completed,Cash,Courier
O022128,C01141,2025-05-07,completed,Card,Courier
O022129,C01698,2026-02-21,completed,Online Wallet,Pickup Point
O022130,C00254,2025-10-01,completed,Cash,Post
O022131,C04989,2025-12-23,cancelled,Online Wallet,Courier
O022132,C04568,2024-06-17,completed,Online Wallet,Pickup Point
O022133,C01816,2026-01-16,completed,Card,Pickup Point
O022134,C02926,2025-11-23,completed,Online Wallet,Pickup Point
O022135,C00644,2025-01-29,completed,Online Wallet,Post
O022136,C00079,2025-12-10,completed,Installment,Pickup Point
O022137,C02211,2025-11-14,completed,Cash,Pickup Point
O022138,C01423,2024-06-23,completed,Card,Pickup Point
O022139,C01162,2024-05-26,completed,Installment,Courier
O022140,C04355,2024-10-18,returned,Online Wallet,Courier
O022141,C00544,2026-03-24,completed,Card,Post
O022142,C02641,2024-07-21,completed,Online Wallet,Pickup Point
O022143,C02635,2024-11-11,completed,Installment,Courier
O022144,C00186,2025-01-05,completed,Installment,Post
O022145,C04861,2024-11-18,completed,Installment,Post
O022146,C00990,2024-03-09,completed,Installment,Courier
O022147,C00330,2023-07-14,completed,Cash,Pickup Point
O022148,C04576,2025-04-28,completed,Card,Courier
O022149,C00405,2024-05-14,completed,Cash,Pickup Point
O022150,C00800,2025-10-25,completed,Online Wallet,Pickup Point
O022151,C04680,2024-01-01,completed,Installment,Courier
O022152,C03269,2025-03-02,completed,Online Wallet,Post
O022153,C04178,2026-02-23,completed,Cash,Courier
O022154,C02834,2024-11-20,completed,Cash,Pickup Point
O022155,C01088,2026-01-07,completed,Cash,Courier
O022156,C00361,2025-10-21,completed,Card,Pickup Point
O022157,C03217,2024-11-23,completed,Cash,Post
O022158,C02284,2026-03-02,completed,Installment,Pickup Point
O022159,C01494,2025-09-26,completed,Cash,Courier
O022160,C02232,2025-08-28,completed,Card,Courier
O022161,C03563,2025-04-28,completed,Online Wallet,Pickup Point
O022162,C04268,2025-12-03,completed,Cash,Pickup Point
O022163,C03322,2024-12-29,cancelled,Installment,Courier
O022164,C02915,2024-10-23,returned,Online Wallet,Pickup Point
O022165,C02678,2025-11-26,completed,Cash,Courier
O022166,C00640,2026-02-28,cancelled,Cash,Courier
O022167,C03030,2026-02-22,completed,Installment,Courier
O022168,C04114,2026-01-17,completed,Cash,Post
O022169,C00518,2026-01-27,completed,Online Wallet,Post
O022170,C02968,2023-09-18,completed,Card,Post
O022171,C01508,2023-12-25,completed,Cash,Pickup Point
O022172,C04454,2025-01-10,cancelled,Installment,Post
O022173,C03204,2025-11-20,completed,Card,Courier
O022174,C03817,2025-01-14,completed,Cash,Courier
O022175,C01202,2024-08-21,completed,Cash,Post
O022176,C04359,2025-08-27,completed,Cash,Post
O022177,C03783,2025-10-29,returned,Cash,Pickup Point
O022178,C04540,2025-11-07,completed,Cash,Courier
O022179,C00911,2025-12-30,cancelled,Cash,Courier
O022180,C04078,2025-07-11,completed,Installment,Post
O022181,C02885,2025-06-22,completed,Card,Post
O022182,C02941,2023-10-16,completed,Online Wallet,Courier
O022183,C03330,2024-02-27,returned,Online Wallet,Post
O022184,C02235,2024-01-26,completed,Installment,Post
O022185,C02619,2025-10-09,completed,Installment,Post
O022186,C00081,2025-11-10,completed,Card,Post
O022187,C03692,2025-04-18,completed,Online Wallet,Pickup Point
O022188,C01675,2026-01-26,completed,Card,Courier
O022189,C02437,2026-02-11,completed,Installment,Pickup Point
O022190,C03639,2024-04-08,returned,Cash,Pickup Point
O022191,C01229,2024-11-07,completed,Installment,Pickup Point
O022192,C03384,2025-10-25,cancelled,Card,Post
O022193,C03791,2025-12-29,completed,Online Wallet,Pickup Point
O022194,C02648,2025-07-27,completed,Installment,Pickup Point
O022195,C00432,2026-03-02,completed,Card,Courier
O022196,C00319,2025-04-29,returned,Installment,Pickup Point
O022197,C02308,2026-03-08,completed,Online Wallet,Pickup Point
O022198,C04086,2025-07-08,completed,Cash,Pickup Point
O022199,C03448,2025-11-04,completed,Cash,Post
O022200,C02349,2024-05-12,completed,Card,Pickup Point
O022201,C00124,2025-01-23,completed,Online Wallet,Courier
O022202,C04361,2023-11-30,completed,Online Wallet,Post
O022203,C04440,2025-06-04,completed,Cash,Post
O022204,C04211,2026-01-19,completed,Cash,Pickup Point
O022205,C00629,2024-11-24,completed,Online Wallet,Post
O022206,C03751,2025-09-22,completed,Cash,Post
O022207,C00106,2024-08-19,completed,Card,Courier
O022208,C00212,2024-12-23,cancelled,Installment,Courier
O022209,C00397,2025-02-08,completed,Card,Pickup Point
O022210,C00195,2025-09-25,cancelled,Online Wallet,Courier
O022211,C04116,2024-10-07,completed,Card,Courier
O022212,C01978,2026-03-27,completed,Online Wallet,Post
O022213,C00388,2024-09-21,completed,Card,Courier
O022214,C04947,2025-03-14,completed,Cash,Post
O022215,C00161,2026-01-11,completed,Card,Post
O022216,C02482,2025-10-31,completed,Cash,Courier
O022217,C00783,2025-07-28,completed,Installment,Courier
O022218,C01363,2026-02-06,cancelled,Online Wallet,Courier
O022219,C03456,2026-03-13,completed,Installment,Courier
O022220,C00059,2025-12-08,returned,Online Wallet,Post
O022221,C02656,2024-02-25,completed,Cash,Pickup Point
O022222,C02748,2024-08-20,cancelled,Cash,Post
O022223,C01612,2024-11-11,completed,Cash,Post
O022224,C00982,2024-08-09,completed,Card,Post
O022225,C02097,2025-04-28,completed,Card,Courier
O022226,C04590,2025-05-06,completed,Card,Courier
O022227,C03718,2025-09-23,completed,Cash,Pickup Point
O022228,C01746,2026-02-22,completed,Card,Pickup Point
O022229,C01058,2025-12-24,completed,Card,Post
O022230,C03901,2026-02-05,completed,Card,Courier
O022231,C04328,2023-12-14,completed,Card,Courier
O022232,C04378,2025-09-23,completed,Cash,Courier
O022233,C04064,2025-12-10,completed,Installment,Pickup Point
O022234,C04440,2025-06-17,completed,Cash,Post
O022235,C00485,2025-10-06,completed,Cash,Courier
O022236,C00759,2025-10-02,completed,Installment,Courier
O022237,C04421,2025-11-07,completed,Online Wallet,Courier
O022238,C03266,2024-04-07,completed,Card,Courier
O022239,C03257,2025-02-10,cancelled,Card,Courier
O022240,C01835,2025-08-10,cancelled,Online Wallet,Post
O022241,C00377,2026-02-19,completed,Card,Post
O022242,C02217,2025-11-11,completed,Card,Pickup Point
O022243,C00190,2026-01-12,completed,Card,Courier
O022244,C02181,2025-09-07,completed,Cash,Courier
O022245,C02148,2026-01-25,completed,Online Wallet,Pickup Point
O022246,C03620,2023-04-29,completed,Cash,Courier
O022247,C00721,2025-12-30,completed,Online Wallet,Post
O022248,C01846,2025-12-19,completed,Installment,Post
O022249,C03809,2024-10-21,completed,Installment,Post
O022250,C00490,2026-01-04,completed,Card,Post
O022251,C00124,2025-07-14,completed,Card,Courier
O022252,C04777,2024-07-18,completed,Card,Pickup Point
O022253,C02415,2026-03-11,completed,Online Wallet,Courier
O022254,C03089,2025-12-31,completed,Card,Pickup Point
O022255,C03167,2025-12-29,completed,Online Wallet,Pickup Point
O022256,C02613,2024-10-21,completed,Card,Post
O022257,C04887,2025-06-27,completed,Card,Pickup Point
O022258,C04919,2025-03-06,completed,Card,Post
O022259,C02800,2026-01-26,completed,Cash,Pickup Point
O022260,C00039,2025-02-24,completed,Cash,Post
O022261,C03000,2025-07-03,completed,Card,Courier
O022262,C04134,2023-07-10,completed,Online Wallet,Pickup Point
O022263,C00248,2025-07-13,returned,Online Wallet,Courier
O022264,C04502,2025-10-25,cancelled,Card,Courier
O022265,C03619,2025-12-13,completed,Cash,Pickup Point
O022266,C02888,2025-07-28,completed,Cash,Courier
O022267,C00364,2024-10-06,completed,Online Wallet,Post
O022268,C03832,2026-02-14,cancelled,Card,Courier
O022269,C03009,2024-11-27,completed,Cash,Courier
O022270,C03612,2024-10-24,completed,Cash,Pickup Point
O022271,C04022,2025-02-24,cancelled,Installment,Post
O022272,C00069,2026-02-12,returned,Card,Post
O022273,C03730,2025-02-02,completed,Installment,Pickup Point
O022274,C02169,2025-11-16,completed,Online Wallet,Courier
O022275,C04017,2026-03-13,completed,Cash,Pickup Point
O022276,C02393,2025-06-11,cancelled,Installment,Post
O022277,C04079,2026-03-10,cancelled,Installment,Courier
O022278,C03989,2024-05-21,cancelled,Online Wallet,Courier
O022279,C00181,2024-10-30,completed,Online Wallet,Courier
O022280,C02435,2025-06-30,completed,Cash,Pickup Point
O022281,C00702,2024-02-02,completed,Online Wallet,Post
O022282,C03218,2025-05-13,completed,Online Wallet,Post
O022283,C04181,2025-12-17,completed,Online Wallet,Courier
O022284,C00686,2026-02-02,completed,Installment,Courier
O022285,C03353,2025-03-09,cancelled,Installment,Courier
O022286,C04036,2024-11-06,completed,Card,Pickup Point
O022287,C03562,2024-08-21,completed,Card,Post
O022288,C04904,2025-12-22,completed,Installment,Post
O022289,C00400,2026-01-25,completed,Card,Post
O022290,C00142,2025-12-04,cancelled,Online Wallet,Pickup Point
O022291,C03535,2026-03-26,completed,Card,Post
O022292,C01072,2025-12-28,completed,Cash,Pickup Point
O022293,C04906,2026-03-16,completed,Card,Courier
O022294,C01233,2024-07-03,returned,Installment,Pickup Point
O022295,C04061,2025-09-27,completed,Installment,Courier
O022296,C01686,2025-11-02,completed,Card,Post
O022297,C02074,2026-01-17,completed,Card,Pickup Point
O022298,C04974,2026-02-01,cancelled,Cash,Courier
O022299,C01373,2024-04-19,completed,Card,Pickup Point
O022300,C03297,2026-01-25,completed,Card,Pickup Point
O022301,C04919,2024-08-25,completed,Cash,Courier
O022302,C04113,2024-12-15,completed,Online Wallet,Courier
O022303,C00537,2024-07-31,completed,Cash,Post
O022304,C01628,2025-12-18,cancelled,Installment,Post
O022305,C01575,2025-11-23,completed,Installment,Pickup Point
O022306,C04388,2025-07-22,completed,Card,Post
O022307,C03167,2024-03-14,cancelled,Cash,Post
O022308,C01208,2025-08-18,completed,Installment,Courier
O022309,C01990,2026-01-09,completed,Installment,Pickup Point
O022310,C03167,2024-02-16,completed,Cash,Pickup Point
O022311,C01158,2025-09-29,completed,Cash,Post
O022312,C04634,2025-03-15,completed,Online Wallet,Courier
O022313,C00409,2025-10-10,completed,Online Wallet,Pickup Point
O022314,C02211,2026-01-11,completed,Installment,Pickup Point
O022315,C03934,2025-09-18,completed,Online Wallet,Post
O022316,C04453,2026-03-01,completed,Online Wallet,Courier
O022317,C00235,2025-06-20,completed,Online Wallet,Courier
O022318,C02474,2025-09-22,completed,Cash,Courier
O022319,C03289,2025-10-16,completed,Online Wallet,Pickup Point
O022320,C01508,2025-04-01,completed,Cash,Courier
O022321,C04344,2025-12-15,completed,Installment,Pickup Point
O022322,C00631,2025-07-07,completed,Cash,Pickup Point
O022323,C01575,2026-03-22,completed,Online Wallet,Courier
O022324,C00585,2026-03-18,completed,Online Wallet,Courier
O022325,C00552,2025-10-01,completed,Card,Courier
O022326,C04177,2025-12-07,completed,Card,Courier
O022327,C04807,2024-07-11,completed,Card,Pickup Point
O022328,C01506,2026-03-24,completed,Card,Post
O022329,C02750,2025-09-06,completed,Installment,Pickup Point
O022330,C01402,2025-04-03,cancelled,Online Wallet,Pickup Point
O022331,C04014,2025-04-19,completed,Installment,Post
O022332,C00139,2025-04-24,completed,Installment,Pickup Point
O022333,C00940,2025-12-09,returned,Cash,Pickup Point
O022334,C04799,2025-10-24,completed,Installment,Courier
O022335,C03937,2025-06-14,completed,Card,Courier
O022336,C03011,2025-08-27,completed,Cash,Pickup Point
O022337,C04044,2025-02-19,completed,Cash,Pickup Point
O022338,C04255,2023-12-31,completed,Installment,Post
O022339,C01001,2025-10-24,completed,Card,Courier
O022340,C02733,2025-09-04,completed,Card,Post
O022341,C03442,2024-11-08,cancelled,Cash,Pickup Point
O022342,C04045,2026-03-29,completed,Cash,Pickup Point
O022343,C03396,2025-01-10,returned,Installment,Courier
O022344,C03843,2024-08-20,completed,Card,Courier
O022345,C04246,2026-03-09,completed,Online Wallet,Courier
O022346,C02032,2025-10-25,completed,Installment,Pickup Point
O022347,C00564,2025-11-17,completed,Installment,Post
O022348,C00276,2025-12-07,completed,Cash,Pickup Point
O022349,C01524,2025-10-05,cancelled,Cash,Pickup Point
O022350,C04188,2025-01-10,completed,Card,Pickup Point
O022351,C04657,2025-12-17,completed,Cash,Courier
O022352,C02397,2026-03-01,completed,Online Wallet,Post
O022353,C01139,2025-04-16,completed,Card,Pickup Point
O022354,C01576,2025-12-19,completed,Online Wallet,Pickup Point
O022355,C03882,2025-07-31,completed,Card,Post
O022356,C02546,2025-08-10,completed,Card,Pickup Point
O022357,C01704,2025-11-28,completed,Card,Courier
O022358,C01881,2025-03-31,returned,Installment,Courier
O022359,C02820,2026-03-13,completed,Cash,Courier
O022360,C04638,2026-01-18,returned,Online Wallet,Post
O022361,C04064,2025-06-02,completed,Card,Post
O022362,C04214,2024-10-03,cancelled,Card,Pickup Point
O022363,C01846,2025-01-15,completed,Card,Courier
O022364,C03647,2024-10-27,completed,Card,Pickup Point
O022365,C02152,2025-04-21,cancelled,Online Wallet,Post
O022366,C04551,2025-10-17,returned,Cash,Courier
O022367,C01350,2025-08-26,completed,Cash,Pickup Point
O022368,C02755,2026-01-26,completed,Online Wallet,Pickup Point
O022369,C04934,2025-07-10,completed,Card,Pickup Point
O022370,C03964,2025-08-23,completed,Installment,Pickup Point
O022371,C00665,2025-01-03,returned,Installment,Pickup Point
O022372,C03168,2023-12-25,completed,Cash,Post
O022373,C02198,2024-03-21,completed,Online Wallet,Pickup Point
O022374,C00452,2025-07-17,completed,Cash,Courier
O022375,C01071,2025-11-23,cancelled,Cash,Courier
O022376,C04842,2025-06-18,completed,Card,Courier
O022377,C04270,2025-07-20,completed,Card,Pickup Point
O022378,C03274,2024-09-23,completed,Installment,Pickup Point
O022379,C02748,2024-08-07,completed,Installment,Courier
O022380,C01307,2025-07-02,completed,Online Wallet,Post
O022381,C03397,2025-12-10,completed,Cash,Post
O022382,C01105,2025-12-16,completed,Online Wallet,Courier
O022383,C01228,2024-09-22,completed,Cash,Courier
O022384,C03535,2026-01-18,completed,Cash,Pickup Point
O022385,C00386,2025-12-30,completed,Online Wallet,Courier
O022386,C01875,2025-05-17,completed,Online Wallet,Post
O022387,C02728,2025-01-28,completed,Online Wallet,Pickup Point
O022388,C03423,2026-01-07,returned,Online Wallet,Post
O022389,C04535,2025-06-28,completed,Card,Pickup Point
O022390,C03550,2026-01-27,completed,Online Wallet,Post
O022391,C04718,2026-02-12,completed,Card,Post
O022392,C04230,2024-10-06,returned,Installment,Post
O022393,C02807,2024-02-20,completed,Installment,Courier
O022394,C01626,2024-07-18,returned,Cash,Post
O022395,C02116,2026-01-14,completed,Cash,Pickup Point
O022396,C03724,2025-02-15,completed,Online Wallet,Courier
O022397,C03625,2025-07-19,completed,Card,Post
O022398,C00248,2025-11-12,cancelled,Card,Pickup Point
O022399,C01120,2025-09-03,completed,Cash,Post
O022400,C00316,2026-03-07,completed,Installment,Pickup Point
O022401,C02908,2024-09-07,completed,Online Wallet,Courier
O022402,C00068,2025-04-28,completed,Card,Post
O022403,C03039,2025-11-26,completed,Card,Courier
O022404,C04563,2025-06-03,completed,Online Wallet,Pickup Point
O022405,C04480,2026-02-03,completed,Installment,Pickup Point
O022406,C04015,2024-05-21,completed,Installment,Pickup Point
O022407,C00748,2024-05-04,completed,Online Wallet,Post
O022408,C04983,2023-02-05,returned,Cash,Courier
O022409,C04513,2025-11-22,completed,Cash,Pickup Point
O022410,C02917,2025-12-05,completed,Online Wallet,Courier
O022411,C00623,2024-01-16,completed,Installment,Pickup Point
O022412,C01204,2025-08-01,completed,Cash,Pickup Point
O022413,C04194,2025-05-21,completed,Installment,Courier
O022414,C04237,2024-05-05,completed,Installment,Courier
O022415,C04654,2025-06-18,completed,Cash,Pickup Point
O022416,C02419,2024-02-22,completed,Installment,Post
O022417,C00953,2024-05-19,completed,Cash,Pickup Point
O022418,C04768,2025-08-01,cancelled,Card,Pickup Point
O022419,C00365,2025-08-21,cancelled,Online Wallet,Courier
O022420,C01037,2025-01-19,completed,Cash,Pickup Point
O022421,C04870,2025-12-12,completed,Installment,Courier
O022422,C01543,2023-11-01,returned,Online Wallet,Post
O022423,C00881,2025-12-10,completed,Online Wallet,Courier
O022424,C03908,2023-11-18,completed,Card,Courier
O022425,C00620,2025-10-16,completed,Cash,Pickup Point
O022426,C00002,2025-10-03,completed,Cash,Courier
O022427,C00289,2024-05-08,completed,Cash,Courier
O022428,C00286,2025-09-12,completed,Installment,Pickup Point
O022429,C00148,2025-04-10,completed,Online Wallet,Post
O022430,C00210,2025-10-23,cancelled,Card,Pickup Point
O022431,C02507,2025-03-02,completed,Card,Pickup Point
O022432,C03729,2026-03-10,completed,Cash,Courier
O022433,C04381,2025-11-16,completed,Installment,Post
O022434,C04573,2025-04-03,completed,Card,Pickup Point
O022435,C00886,2025-03-21,completed,Cash,Post
O022436,C00499,2025-01-06,cancelled,Online Wallet,Post
O022437,C02896,2024-09-25,completed,Online Wallet,Courier
O022438,C00894,2025-11-30,completed,Cash,Courier
O022439,C03258,2025-10-27,completed,Card,Pickup Point
O022440,C00369,2023-11-22,completed,Installment,Courier
O022441,C03536,2024-09-27,cancelled,Card,Courier
O022442,C00824,2025-05-31,completed,Installment,Courier
O022443,C02994,2025-12-27,completed,Online Wallet,Courier
O022444,C00670,2025-05-27,completed,Cash,Courier
O022445,C01734,2024-02-26,cancelled,Online Wallet,Pickup Point
O022446,C02201,2026-03-10,completed,Installment,Courier
O022447,C04927,2024-03-24,completed,Online Wallet,Pickup Point
O022448,C03566,2024-12-03,completed,Card,Pickup Point
O022449,C04612,2026-02-22,completed,Installment,Pickup Point
O022450,C02261,2024-10-03,completed,Online Wallet,Courier
O022451,C01682,2026-02-24,cancelled,Card,Post
O022452,C01191,2024-06-28,completed,Online Wallet,Pickup Point
O022453,C02160,2024-06-14,completed,Online Wallet,Post
O022454,C04744,2026-01-11,completed,Card,Post
O022455,C01403,2025-09-24,completed,Card,Courier
O022456,C02078,2025-12-07,cancelled,Installment,Courier
O022457,C04568,2025-07-13,completed,Installment,Post
O022458,C00153,2024-06-11,completed,Card,Pickup Point
O022459,C02211,2025-09-15,completed,Cash,Post
O022460,C02635,2025-05-05,completed,Installment,Post
O022461,C01876,2025-03-26,completed,Installment,Post
O022462,C02858,2024-10-04,completed,Cash,Pickup Point
O022463,C00075,2024-04-12,completed,Installment,Post
O022464,C01933,2025-11-14,completed,Cash,Courier
O022465,C00346,2026-02-25,returned,Installment,Post
O022466,C00315,2025-10-24,completed,Installment,Courier
O022467,C01306,2024-06-08,completed,Cash,Pickup Point
O022468,C03450,2025-11-23,completed,Installment,Pickup Point
O022469,C01016,2025-10-03,completed,Cash,Post
O022470,C01161,2025-11-17,completed,Cash,Pickup Point
O022471,C02231,2025-07-21,completed,Cash,Pickup Point
O022472,C00938,2025-09-20,completed,Online Wallet,Post
O022473,C00939,2023-10-11,completed,Cash,Post
O022474,C01871,2026-02-24,completed,Card,Courier
O022475,C04502,2026-03-19,completed,Card,Post
O022476,C03073,2025-08-28,completed,Card,Post
O022477,C02287,2024-11-19,completed,Cash,Post
O022478,C00745,2023-12-29,returned,Card,Post
O022479,C03618,2026-03-02,completed,Online Wallet,Pickup Point
O022480,C02984,2026-01-09,completed,Online Wallet,Pickup Point
O022481,C00932,2025-04-21,returned,Online Wallet,Courier
O022482,C00429,2025-09-20,completed,Card,Courier
O022483,C03160,2024-10-29,completed,Cash,Pickup Point
O022484,C01803,2025-04-23,completed,Card,Pickup Point
O022485,C03799,2025-12-30,cancelled,Installment,Pickup Point
O022486,C00285,2026-03-06,completed,Card,Pickup Point
O022487,C01333,2026-02-10,returned,Card,Pickup Point
O022488,C03973,2025-08-27,completed,Cash,Pickup Point
O022489,C00481,2025-10-14,completed,Online Wallet,Pickup Point
O022490,C04900,2026-01-29,completed,Cash,Pickup Point
O022491,C00368,2025-01-15,completed,Online Wallet,Pickup Point
O022492,C00228,2025-11-06,completed,Card,Post
O022493,C00261,2026-03-25,completed,Card,Courier
O022494,C03994,2026-03-27,completed,Card,Courier
O022495,C02635,2025-01-22,completed,Installment,Courier
O022496,C00340,2026-03-30,completed,Online Wallet,Courier
O022497,C00774,2026-03-12,completed,Online Wallet,Post
O022498,C01790,2025-08-25,completed,Installment,Pickup Point
O022499,C00722,2026-03-25,completed,Card,Post
O022500,C03436,2023-09-12,cancelled,Cash,Courier
O022501,C00838,2025-11-24,cancelled,Card,Post
O022502,C02110,2026-02-23,completed,Online Wallet,Post
O022503,C01880,2024-02-02,completed,Card,Post
O022504,C02951,2025-09-13,completed,Card,Courier
O022505,C04163,2025-06-06,completed,Online Wallet,Courier
O022506,C02260,2025-02-24,completed,Installment,Pickup Point
O022507,C00290,2026-02-28,completed,Cash,Courier
O022508,C00896,2026-03-02,completed,Card,Post
O022509,C04459,2026-01-14,completed,Installment,Post
O022510,C01302,2025-10-20,completed,Online Wallet,Pickup Point
O022511,C02257,2024-05-06,completed,Online Wallet,Pickup Point
O022512,C04907,2025-08-27,completed,Cash,Pickup Point
O022513,C04777,2025-06-07,completed,Card,Courier
O022514,C03511,2024-03-27,completed,Cash,Courier
O022515,C04538,2025-01-09,completed,Installment,Post
O022516,C01614,2025-01-27,completed,Card,Pickup Point
O022517,C01594,2026-03-29,completed,Installment,Post
O022518,C00564,2025-10-10,returned,Card,Pickup Point
O022519,C02203,2025-08-19,completed,Installment,Pickup Point
O022520,C02116,2025-07-02,completed,Card,Pickup Point
O022521,C04942,2025-09-19,completed,Card,Courier
O022522,C02218,2026-01-18,completed,Online Wallet,Post
O022523,C02117,2025-05-06,completed,Cash,Pickup Point
O022524,C03892,2025-10-21,completed,Installment,Pickup Point
O022525,C03973,2025-05-20,returned,Cash,Courier
O022526,C01626,2025-02-12,completed,Installment,Post
O022527,C04640,2026-02-26,completed,Cash,Pickup Point
O022528,C03845,2025-12-02,returned,Card,Post
O022529,C04034,2025-03-19,completed,Cash,Pickup Point
O022530,C01387,2024-02-29,completed,Installment,Post
O022531,C00951,2025-04-14,completed,Installment,Pickup Point
O022532,C02828,2026-02-08,completed,Installment,Pickup Point
O022533,C03824,2026-01-06,completed,Cash,Pickup Point
O022534,C03181,2026-03-29,completed,Card,Post
O022535,C02366,2025-06-19,returned,Installment,Pickup Point
O022536,C02620,2026-02-28,completed,Installment,Post
O022537,C02687,2025-01-11,completed,Cash,Post
O022538,C04030,2026-02-04,completed,Cash,Pickup Point
O022539,C04240,2024-10-01,cancelled,Cash,Pickup Point
O022540,C04645,2025-01-01,returned,Card,Post
O022541,C00109,2025-09-23,completed,Cash,Courier
O022542,C03368,2024-06-22,completed,Cash,Pickup Point
O022543,C04043,2024-10-21,completed,Card,Post
O022544,C04732,2024-08-11,completed,Card,Post
O022545,C03803,2025-04-17,cancelled,Cash,Courier
O022546,C01881,2024-12-31,cancelled,Cash,Post
O022547,C03646,2023-08-09,completed,Cash,Pickup Point
O022548,C04764,2026-02-26,completed,Online Wallet,Pickup Point
O022549,C02112,2025-01-18,completed,Card,Post
O022550,C04487,2024-04-16,cancelled,Cash,Pickup Point
O022551,C00162,2025-12-02,completed,Installment,Post
O022552,C02849,2025-09-08,completed,Online Wallet,Pickup Point
O022553,C02595,2025-02-27,completed,Online Wallet,Pickup Point
O022554,C03595,2025-08-31,completed,Card,Courier
O022555,C01390,2026-03-03,completed,Installment,Pickup Point
O022556,C01166,2025-10-22,completed,Cash,Courier
O022557,C04853,2025-10-19,completed,Installment,Post
O022558,C03542,2025-02-07,completed,Card,Post
O022559,C04796,2025-12-23,completed,Installment,Courier
O022560,C02672,2024-08-28,completed,Online Wallet,Pickup Point
O022561,C03946,2024-07-21,completed,Card,Post
O022562,C04554,2025-09-17,completed,Installment,Pickup Point
O022563,C04441,2023-12-18,completed,Card,Post
O022564,C01088,2026-03-07,completed,Card,Post
O022565,C02066,2024-02-23,completed,Online Wallet,Post
O022566,C02517,2026-03-24,completed,Card,Pickup Point
O022567,C02727,2024-10-22,completed,Online Wallet,Courier
O022568,C00940,2025-05-02,completed,Cash,Post
O022569,C03751,2025-08-17,cancelled,Online Wallet,Post
O022570,C02335,2025-12-07,completed,Cash,Courier
O022571,C01322,2025-10-16,completed,Installment,Pickup Point
O022572,C01669,2025-12-18,completed,Installment,Post
O022573,C01788,2026-02-16,completed,Installment,Courier
O022574,C03072,2025-09-11,cancelled,Online Wallet,Courier
O022575,C01027,2025-06-29,completed,Online Wallet,Pickup Point
O022576,C01153,2024-03-12,completed,Online Wallet,Post
O022577,C03013,2026-02-24,completed,Online Wallet,Post
O022578,C02809,2026-03-09,completed,Online Wallet,Post
